nazev,obor,mesto,adresa,telefon,web,web_status,priority,rating,stav,zdroj
Malíři pokojů Ostrava,malíř natěrač,Ostrava,Ostrava,,,bez_webu,1,,novy,serper_organic:https://ostrava.maliri-nateraci.cz/uvod
Klempířství,klempíř,Plzeň,"Májová, 301 00 Plzeň 3, Česko",,,bez_webu,1,,novy,serper_maps
"Tesařství, pokrývačství a klempířství Plzeň-město",klempíř,Plzeň,Plzeň,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/Remesla-a-sluzby/Remesla/Tesarstvi-pokr
Klempířství Plzeňský kraj,klempíř,Plzeň,Plzeň,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/Remesla-a-sluzby/Remesla/Tesarstvi-pokr
Klempířství Plzeň-město,klempíř,Plzeň,Plzeň,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/Remesla-a-sluzby/Remesla/Tesarstvi-pokr
Klempířství Plzeň-sever,klempíř,Plzeň,Plzeň,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/Remesla-a-sluzby/Remesla/Tesarstvi-pokr
"GALANT, spol. s r.o. (Plzeň, Hradiště)",klempíř,Plzeň,Plzeň,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/detail/172873-galant-plzen-hradiste.htm
"Jaromír Chadim (Plzeň, Lobzy)",klempíř,Plzeň,Plzeň,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/detail/450301-jaromir-chadim-plzen-lobz
"Klempířství Štrauch (Plzeň, Jižní Předměstí)",klempíř,Plzeň,Plzeň,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/detail/2324567-klempirstvi-strauch-plze
Klempíř Plzeň • 234 firem a ověřené recenze,klempíř,Plzeň,Plzeň,,,bez_webu,1,,novy,serper_organic:https://www.nejremeslnici.cz/t/12-klempir/plzen
"Klempíř, Plzeň - 15 nejlepších zhotovitelů",klempíř,Plzeň,Plzeň,,,bez_webu,1,,novy,serper_organic:https://www.daibau.cz/adresar/klempir/plzen
Klempířství a pokrývačství - Plzeňský kraj - Plzeň - katalog firem,klempíř,Plzeň,Plzeň,,,bez_webu,1,,novy,serper_organic:https://www.plzen-katalog.cz/firmyvkraji/1/klempirstvi-a-pok
Truhlářství a stolařství Liberec,truhlář,Liberec,Liberec,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/Remesla-a-sluzby/Remesla/Truhlarstvi/kr
9 nejlepších firem: Truhlářství a stolařství Liberecký kraj,truhlář,Liberec,Liberec,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/nejlepsi/Remesla-a-sluzby/Remesla/Truhl
V+D truhlářství (Liberec XV-Starý Harcov),truhlář,Liberec,Liberec,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/detail/588061-v-d-truhlarstvi-liberec-x
Truhlářství Samšiňák (Liberec XV-Starý Harcov),truhlář,Liberec,Liberec,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/detail/678579-truhlarstvi-samsinak-libe
Jan Truhlář (Liberec XIV-Ruprechtice),truhlář,Liberec,Liberec,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/detail/12846818-jan-truhlar-liberec-xiv
Ing. Roman Bečka - Truhlari-liberec.cz (Liberec VI-Rochlice),truhlář,Liberec,Liberec,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/detail/2637757-ing-roman-becka-truhlari
Truhlářství Roman Koráb (Liberec XIX-Horní Hanychov),truhlář,Liberec,Liberec,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/detail/1983520-truhlarstvi-roman-korab-
Truhlářské práce Liberec • 643 firem a ověřené recenze,truhlář,Liberec,Liberec,,,bez_webu,1,,novy,serper_organic:https://www.nejremeslnici.cz/t/173-truhlarske-prace/liberec
Truhlářství Liberec - Jiří Kirchhof,truhlář,Liberec,Liberec,,,bez_webu,1,,novy,serper_organic:https://truhlarstvi-liberec.cz/
Zednické a Obkladačské Práce Šulc Juraj,zedník,Olomouc,"Mozartova 28, 779 00 Olomouc 9, Česko",,,bez_webu,1,4.6,novy,serper_maps
Zednické Práce - Martin Pryč,zedník,Olomouc,"Stiborova 23, 779 00 Olomouc 9, Česko",,,bez_webu,1,4,novy,serper_maps
Zednické práce Olomouc,zedník,Olomouc,Olomouc,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/Remesla-a-sluzby/Stavebni-sluzby/Staveb
"Zednictví David Koloušek (Olomouc, Povel)",zedník,Olomouc,Olomouc,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/detail/2357879-zednictvi-david-kolousek
"Jan Procházka - zednické práce (Olomouc, Nové Sady)",zedník,Olomouc,Olomouc,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/detail/12971938-jan-prochazka-zednicke-
"Josef Růžička - Zednické práce (Olomouc, Neředín)",zedník,Olomouc,Olomouc,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/detail/2319671-josef-ruzicka-zednicke-p
"Martin Škůrek - zednické práce (Olomouc, Povel)",zedník,Olomouc,Olomouc,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/detail/1972427-martin-skurek-zednicke-p
Zednické práce Štěpánov,zedník,Olomouc,Olomouc,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/Remesla-a-sluzby/Stavebni-sluzby/Staveb
"Zedníci, zednické práce okres Olomouc",zedník,Olomouc,Olomouc,,,bez_webu,1,,novy,serper_organic:https://www.ceskestavby.cz/firmy/zednici-zednicke-prace/okre
Zedníci a zednické práce - Olomouc - TrhPoptavek.cz,zedník,Olomouc,Olomouc,,,bez_webu,1,,novy,serper_organic:https://trhpoptavek.cz/zednici/olomouc
Rostislav Hněvsa - tesařské a pokrývačské práce,pokrývač,České Budějovice,"Dlouhá 1041, 370 11 České Budějovice 11, Česko",,,bez_webu,1,5,novy,serper_maps
Klempířství České Budějovice,pokrývač,České Budějovice,České Budějovice,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/Remesla-a-sluzby/Remesla/Tesarstvi-pokr
"Nejlepší tesařství, pokrývačství a klempířství České Budějovice",pokrývač,České Budějovice,České Budějovice,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/nejlepsi/Remesla-a-sluzby/Remesla/Tesar
Pokrývačství České Budějovice,pokrývač,České Budějovice,České Budějovice,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/Remesla-a-sluzby/Remesla/Tesarstvi-pokr
Pokrývačství klempířství Jiří Krátký (České Budějovice 2),pokrývač,České Budějovice,České Budějovice,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/detail/12711322-pokryvacstvi-klempirstv
Pavel Novák střechy (České Budějovice 2),pokrývač,České Budějovice,České Budějovice,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/detail/752656-pavel-novak-strechy-ceske
"Pokrývačství, klempířství Svoboda Pavel (České Budějovice 3)",pokrývač,České Budějovice,České Budějovice,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/detail/13793834-pokryvacstvi-klempirstv
Pokrývači České Budějovice | Krytiny-střechy.cz,pokrývač,České Budějovice,České Budějovice,,,bez_webu,1,,novy,serper_organic:https://www.krytiny-strechy.cz/katalog-firem/pokryvaci-ceske
"Střechy, klempířské práce, rekonstrukce střechy České ...",pokrývač,České Budějovice,České Budějovice,,,bez_webu,1,,novy,serper_organic:https://www.klempirstvihruby.cz/
15 nejlepších firem: Instalatérství Brno-město,instalatér,Brno,Brno,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/nejlepsi/Remesla-a-sluzby/Remesla/Insta
Instalatérství Brno-město,instalatér,Brno,Brno,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/Remesla-a-sluzby/Remesla/Instalaterstvi
"Instalatérství a topenářství, vodo topo Brno-město nonstop pohotovost",instalatér,Brno,Brno,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/Remesla-a-sluzby/Remesla/Instalaterstvi
"David Kocmánek - Instalatér, topenář (Brno, Staré Brno)",instalatér,Brno,Brno,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/detail/13800036-david-kocmanek-instalat
"Brněnský instalatér Dominik Balák (Brno, Bystrc)",instalatér,Brno,Brno,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/detail/13048558-brnensky-instalater-dom
"Instalatér Brno město - Luboš Kučera (Brno, Líšeň)",instalatér,Brno,Brno,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/detail/2530945-instalater-brno-mesto-lu
"Jaroslav Sedláčik - Instalatérství (Brno, Bohunice)",instalatér,Brno,Brno,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/detail/12887349-jaroslav-sedlacik-insta
Instalatér Brno • 480 firem a ověřené recenze,instalatér,Brno,Brno,,,bez_webu,1,,novy,serper_organic:https://www.nejremeslnici.cz/t/61-instalater/brno
Elektrikář Praha - Elektromontážní a elektroinstalační práce,elektrikář,Praha,Praha,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/Remesla-a-sluzby/Remesla/Elektrikarstvi
20 nejlepších firem: Elektromontážní a elektroinstalační práce v Praze,elektrikář,Praha,Praha,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/nejlepsi/Remesla-a-sluzby/Remesla/Elekt
"Elektrikář Praha (Praha, Vinohrady)",elektrikář,Praha,Praha,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/detail/167477-elektrikar-praha-praha-vi
Elektrikáři Praha 4,elektrikář,Praha,Praha,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/stitek/elektrikari/kraj-praha/praha-4
Elektrikáři Praha 1,elektrikář,Praha,Praha,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/stitek/elektrikari/kraj-praha/praha-1
Elektrikáři Praha,elektrikář,Praha,Praha,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/stitek/elektrikari/kraj-praha
Elektrikáři Praha 10,elektrikář,Praha,Praha,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/stitek/elektrikari/kraj-praha/praha-10
Elektrikář Praha 7 - Elektromontážní a elektroinstalační práce,elektrikář,Praha,Praha,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/Remesla-a-sluzby/Remesla/Elektrikarstvi
"Elektrikář Král (Praha, Hostivař)",elektrikář,Praha,Praha,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/detail/13347250-elektrikar-kral-praha-h
"JIŘÍ MRÁZEK - ELEKTRIKÁŘ (Praha, Vršovice)",elektrikář,Praha,Praha,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/detail/12776422-jiri-mrazek-elektrikar-
Elektrikáři z Prahy | Profesionální elektrikářské služby,elektrikář,Praha,Praha,,,bez_webu,1,,novy,serper_organic:https://www.elektrikarizprahy.cz/
Elektrikář Praha • 54 firem a ověřené recenze,elektrikář,Praha,Praha,,,bez_webu,1,,novy,serper_organic:https://www.nejremeslnici.cz/t/75-elektrikar/praha
Elektrikáři Praha a okolí,elektrikář,Praha,Praha,,,bez_webu,1,,novy,serper_organic:https://www.plickovaservis.cz/sluzby/elektrikari/
"Elektrikář, elektroinstalace - Praha, Roman Kokeš",elektrikář,Praha,Praha,,,bez_webu,1,,novy,serper_organic:https://www.elektrikarkokes.cz/
Lakýrníci a natěrači Plzeň-město,malíř natěrač,Plzeň,Plzeň,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/Remesla-a-sluzby/Remesla/Malirstvi-a-ta
"Malíř - natěrač Petr Köhler (Plzeň, Jižní Předměstí)",malíř natěrač,Plzeň,Plzeň,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/detail/12794047-malir-naterac-petr-kohl
Malíři pokojů Plzeň-město - malířské práce,malíř natěrač,Plzeň,Plzeň,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/Remesla-a-sluzby/Remesla/Malirstvi-a-ta
Malíři pokojů Plzeň - malířské práce,malíř natěrač,Plzeň,Plzeň,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/Remesla-a-sluzby/Remesla/Malirstvi-a-ta
"Malířství Vrba (Plzeň, Jižní Předměstí) • Firmy.cz",malíř natěrač,Plzeň,Plzeň,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/detail/13945038-malirstvi-vrba-plzen-ji
"Jaroslav Majer (Plzeň, Jižní Předměstí)",malíř natěrač,Plzeň,Plzeň,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/detail/315758-jaroslav-majer-plzen-jizn
Marek Urban malíř a natěrač - Plzeň - Vášřemeslník.cz,malíř natěrač,Plzeň,Plzeň,,,bez_webu,1,,novy,serper_organic:https://vasremeslnik.cz/sluzba/272014/
Malíři pokojů Plzeň,malíř natěrač,Plzeň,Plzeň,,,bez_webu,1,,novy,serper_organic:https://www.x-sluzby.cz/remeslnici/maliri-pokoju-plzen/
Malířské práce malování Plzeň • 552 firem a ověřené recenze,malíř natěrač,Plzeň,Plzeň,,,bez_webu,1,,novy,serper_organic:https://www.nejremeslnici.cz/t/4296-malirske-prace-malovani/
Klempířství Brno-město,klempíř,Brno,Brno,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/Remesla-a-sluzby/Remesla/Tesarstvi-pokr
"5 nejlepších firem: Tesařství, pokrývačství a klempířství Brno",klempíř,Brno,Brno,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/nejlepsi/Remesla-a-sluzby/Remesla/Tesar
Klempířství Brno-venkov,klempíř,Brno,Brno,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/Remesla-a-sluzby/Remesla/Tesarstvi-pokr
"Pokrývačství František Rymeš (Brno, Líšeň) - Klempířství",klempíř,Brno,Brno,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/detail/342847-klempirstvi-pokryvacstvi-
"Petr Viktor Klempířství - Pokrývačství (Brno, Starý Lískovec)",klempíř,Brno,Brno,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/detail/2290307-petr-viktor-klempirstvi-
"Klempíř Brno - Jiří Zábrš (Brno, Řečkovice)",klempíř,Brno,Brno,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/detail/466251-klempir-brno-jiri-zabrs-b
Klempířské prvky Brno-město,klempíř,Brno,Brno,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/stitek/klempirske-prvky/kraj-jihomoravs
"Radek Dambor - klempířství (Brno, Ořešín)",klempíř,Brno,Brno,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/detail/726815-radek-dambor-klempirstvi-
"ČECH KLEMPÍŘSTVÍ - POKRÝVAČSTVÍ s.r.o (Brno, Chrlice)",klempíř,Brno,Brno,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/detail/495873-cech-klempirstvi-pokryvac
Pokrývač a klempíř Brno • 438 firem a ověřené recenze,klempíř,Brno,Brno,,,bez_webu,1,,novy,serper_organic:https://www.nejremeslnici.cz/t/87-pokryvac-a-klempir/brno
Tesařství Praha 8,tesař,Praha,Praha,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/Remesla-a-sluzby/Remesla/Tesarstvi-pokr
Tesařství Praha 4,tesař,Praha,Praha,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/Remesla-a-sluzby/Remesla/Tesarstvi-pokr
"Truhlář-tesař Petr Buček (Praha, Záběhlice)",tesař,Praha,Praha,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/detail/496582-truhlar-tesar-petr-bucek-
"Petr Čejka (Praha, Hlubočepy)",tesař,Praha,Praha,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/detail/2388757-petr-cejka-praha-hluboce
"Tesař, Pokrývačství Praha 7",tesař,Praha,Praha,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/stitek/tesar/Remesla-a-sluzby/Remesla/T
"Truhlář a Tesař Versigan (Praha, Vinohrady)",tesař,Praha,Praha,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/detail/12789746-truhlar-a-tesar-versiga
Tesař Praha 9,tesař,Praha,Praha,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/stitek/tesar/kraj-praha/praha-9?page=2
Tesař Praha • 624 firem a ověřené recenze,tesař,Praha,Praha,,,bez_webu,1,,novy,serper_organic:https://www.nejremeslnici.cz/t/165-tesar/praha
Tesařství Praha | Krytiny-střechy.cz,tesař,Praha,Praha,,,bez_webu,1,,novy,serper_organic:https://www.krytiny-strechy.cz/katalog-firem/tesarske-prace/
Pokladačství a obkladačství Brno-město,obkladač,Brno,Brno,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/Remesla-a-sluzby/Remesla/Pokladacstvi-a
"Obkladačské práce Troneček (Brno, Žabovřesky)",obkladač,Brno,Brno,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/detail/637629-obkladacske-prace-tronece
"Ladislav Habart - Pokladačství, obkladačství (Brno, Medlánky)",obkladač,Brno,Brno,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/detail/2254339-ladislav-habart-pokladac
Pokládání dlažeb Brno,obkladač,Brno,Brno,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/Remesla-a-sluzby/Remesla/Pokladacstvi-a
"Miroslav Topinka - Obkladačské práce (Brno, Bosonohy)",obkladač,Brno,Brno,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/detail/12790648-miroslav-topinka-obklad
"Obkladačské práce Jiří Vičík (Brno, Obřany)",obkladač,Brno,Brno,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/detail/13808138-obkladacske-prace-jiri-
"Obkladačské práce Valentýn (Brno, Obřany)",obkladač,Brno,Brno,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/detail/2125806-obkladacske-prace-valent
Obkladač Brno • 1018 firem a ověřené recenze,obkladač,Brno,Brno,,,bez_webu,1,,novy,serper_organic:https://www.nejremeslnici.cz/t/24-obkladac/brno
Rekonstrukce koupelen a obkladači Brno | Koupelny Horáček ...,obkladač,Brno,Brno,,,bez_webu,1,,novy,serper_organic:https://www.obkladaci-brno.cz/
Obkladač Brno | Precizní pokládka dlažby a obklady ...,obkladač,Brno,Brno,,,bez_webu,1,,novy,serper_organic:https://remeslnici-brno.cz/obkladac-brno/
Zahradník Praha hodinový manžel,zahradník,Praha,Praha,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/stitek/zahradnik/Remesla-a-sluzby/Remes
20 nejlepších firem: Zahradnictví Praha,zahradník,Praha,Praha,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/nejlepsi/Remesla-a-sluzby/Remesla/Zahra
"ZAHRADNÍK PRAHA (Praha, Hodkovičky)",zahradník,Praha,Praha,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/detail/13254981-zahradnik-praha-praha-h
Zahradník Praha,zahradník,Praha,Praha,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/stitek/zahradnik/kraj-praha?page=4
"JSEM ZAHRADNIK (Praha, Žižkov)",zahradník,Praha,Praha,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/detail/13028396-jsem-zahradnik-praha-zi
Údržba zeleně a rekultivace Praha 6,zahradník,Praha,Praha,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/Remesla-a-sluzby/Ekologicke-sluzby/Udrz
"Osobní zahradník Sabina Hásková (Praha, Nové Město)",zahradník,Praha,Praha,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/detail/13170060-osobni-zahradnik-sabina
"Zahradník, Zemní a výkopové práce Praha",zahradník,Praha,Praha,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/stitek/zahradnik/Remesla-a-sluzby/Stave
"Zahradník, Návrhy a realizace zahrad Praha",zahradník,Praha,Praha,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/stitek/zahradnik/Remesla-a-sluzby/Remes
Zahradnictví Praha 9,zahradník,Praha,Praha,,,bez_webu,1,,novy,serper_organic:https://www.firmy.cz/Remesla-a-sluzby/Remesla/Zahradnictvi/k
Zahradník Praha • 27 firem a ověřené recenze,zahradník,Praha,Praha,,,bez_webu,1,,novy,serper_organic:https://www.nejremeslnici.cz/t/190-zahradnik/praha
zahradník Praha kraj Praha | Praha - katalog firem,zahradník,Praha,Praha,,,bez_webu,1,,novy,serper_organic:https://www.praha-katalog.cz/sluzby/147866/1/zahradnik-praha
"Návrhy, realizace a údržby zahrad v Praze a okolí ...",zahradník,Praha,Praha,,,bez_webu,1,,novy,serper_organic:https://www.zahradygreen.cz/
Zahradník Praha - Obchodní rejstřík - Kurzy.cz,zahradník,Praha,Praha,,,bez_webu,1,,novy,serper_organic:https://rejstrik-firem.kurzy.cz/sluzby/zahradnik/praha/
Instalatér z Vršovic,instalatér,Praha,"Žitomírská 1, 101 00 Praha 10-Vršovice, Česko",+420773207522,https://facebook.com/instalatervrsovice,jen_social,2,5,novy,serper_maps
Elektro Lederer,elektrikář,Brno,"Novoměstská, 621 00 Brno-Řečkovice a Mokrá Hora, Česko",+420776257603,https://www.instagram.com/lederer.elektro?igsh=MXVvMDZsYWJiN2Q5&utm_source=qr,jen_social,2,5,novy,serper_maps
"Procházka - Klempířství,klempíři, pokrývačství, izolace, opravy a rekonstrukce střech...",klempíř,Brno,"5A, Rostislavovo nám. 2347, 612 00 Brno-Královo Pole, Česko",+420603307200,http://www.facebook.com/kominiciklempiri.prochazka.5,jen_social,2,4.9,novy,serper_maps
Pokrývačství Brno - David Čada,klempíř,Brno,"Myslivecká 454, 620 00 Brno-Tuřany, Česko",+420728705786,https://m.facebook.com/strechybrno,jen_social,2,5,novy,serper_maps
